#source,ID
kegg.compound:C15157,MNXM36310
kegg.compound:C10667,MNXM36311
kegg.compound:C04235,MNXM36314
kegg.compound:C11778,MNXM36315
kegg.compound:C08514,MNXM36316
kegg.compound:C15086,MNXM36317
kegg.compound:C11449,MNXM36324
kegg.compound:C14952,MNXM36326
kegg.compound:C01507,MNXM3633
kegg.compound:C06334,MNXM36330
kegg.compound:C05058,MNXM36333
kegg.compound:C15638,MNXM36338
kegg.compound:C15251,MNXM36339
kegg.compound:C11107,MNXM36342
kegg.compound:C17079,MNXM36346
kegg.compound:C12244,MNXM36354
kegg.compound:C11992,MNXM3636
kegg.compound:C05592,MNXM36363
kegg.compound:C04684,MNXM36364
kegg.compound:C19363,MNXM36367
kegg.compound:C19205,MNXM36368
kegg.compound:C11991,MNXM3637
kegg.compound:C18676,MNXM36379
kegg.compound:C11290,MNXM36380
kegg.compound:C05909,MNXM3639
kegg.compound:C14239,MNXM36411
kegg.compound:C14972,MNXM36412
kegg.compound:C21898,MNXM36420
kegg.compound:C12178,MNXM36428
kegg.compound:C15057,MNXM36429
kegg.compound:C02363,MNXM36430
kegg.compound:C14908,MNXM36431
kegg.compound:C15198,MNXM36433
kegg.compound:C14386,MNXM36436
kegg.compound:C14522,MNXM36438
kegg.compound:C15199,MNXM36439
kegg.compound:C15075,MNXM36441
kegg.compound:C11013,MNXM36450
kegg.compound:C02792,MNXM36453
kegg.compound:C15308,MNXM36475
kegg.compound:C15323,MNXM36476
kegg.compound:C15277,MNXM36478
kegg.compound:C20960,MNXM36480
kegg.compound:C15243,MNXM36481
kegg.compound:C14926,MNXM36482
kegg.compound:C14656,MNXM36484
kegg.compound:C15018,MNXM36490
kegg.compound:C07302,MNXM36491
kegg.compound:C10264,MNXM36496
kegg.compound:C04900,MNXM3650
kegg.compound:C11462,MNXM36509
kegg.compound:C14461,MNXM36511
kegg.compound:C14650,MNXM36517
kegg.compound:C15087,MNXM36518
kegg.compound:C15215,MNXM36519
kegg.compound:C15430,MNXM36520
kegg.compound:C03068,MNXM36527
kegg.compound:C20827,MNXM36533
kegg.compound:C05636,MNXM36534
kegg.compound:C19611,MNXM3654
kegg.compound:C18620,MNXM36546
kegg.compound:C18621,MNXM36552
kegg.compound:C10151,MNXM36554
kegg.compound:C03762,MNXM36562
kegg.compound:C13708,MNXM36566
kegg.compound:C11950,MNXM36570
kegg.compound:C01014,MNXM36571
kegg.compound:C17576,MNXM36577
kegg.compound:C07126,MNXM3658
kegg.compound:C14995,MNXM36583
kegg.compound:C14945,MNXM36584
kegg.compound:C14974,MNXM36585
kegg.compound:C14994,MNXM36586
kegg.compound:C15388,MNXM36587
kegg.compound:C14661,MNXM36588
kegg.compound:C15167,MNXM36589
kegg.compound:C15114,MNXM36594
kegg.compound:C12199,MNXM36596
kegg.compound:C14930,MNXM36597
kegg.compound:C15063,MNXM36598
kegg.compound:C15124,MNXM36599
kegg.compound:C00647,MNXM366
kegg.compound:C11512,MNXM3660
kegg.compound:C15142,MNXM36600
kegg.compound:C03352,MNXM36604
kegg.compound:C15107,MNXM36605
kegg.compound:C15078,MNXM36607
kegg.compound:C14682,MNXM36608
kegg.compound:C15216,MNXM36609
kegg.compound:C16427,MNXM3661
kegg.compound:C02639,MNXM36610
kegg.compound:C15117,MNXM36618
kegg.compound:C04259,MNXM3662
kegg.compound:C06344,MNXM36626
kegg.compound:C08291,MNXM36628
kegg.compound:C05945,MNXM3663
kegg.compound:C03466,MNXM36632
kegg.compound:C14470,MNXM36636
kegg.compound:C19449,MNXM36637
kegg.compound:C04203,MNXM3664
kegg.compound:C20828,MNXM36641
kegg.compound:C19455,MNXM36648
kegg.compound:C04498,MNXM3665
kegg.compound:C02298,MNXM3666
kegg.compound:C11519,MNXM3667
kegg.compound:C14406,MNXM36679
kegg.compound:C11735,MNXM3668
kegg.compound:C19475,MNXM36680
kegg.compound:C11119,MNXM36682
kegg.compound:C04839,MNXM36685
kegg.compound:C03409,MNXM3669
kegg.compound:C00670,MNXM367
kegg.compound:C02442,MNXM3670
kegg.compound:C12165,MNXM36702
kegg.compound:C18342,MNXM36706
kegg.compound:C16424,MNXM3671
kegg.compound:C22243,MNXM36710
kegg.compound:C09847,MNXM3672
kegg.compound:C17144,MNXM36733
kegg.compound:C17145,MNXM36734
kegg.compound:C02942,MNXM36748
kegg.compound:C11841,MNXM36750
kegg.compound:C14921,MNXM36751
kegg.compound:C20714,MNXM36754
kegg.compound:C02517,MNXM36760
kegg.compound:C02233,MNXM36765
kegg.compound:C15106,MNXM36767
kegg.compound:C17663,MNXM36784
kegg.compound:C03928,MNXM36786
kegg.compound:C04227,MNXM3679
kegg.compound:C03929,MNXM36812
kegg.compound:C14188,MNXM36814
kegg.compound:C03888,MNXM3682
kegg.compound:C06197,MNXM3683
kegg.compound:C06756,MNXM3685
kegg.compound:C12644,MNXM3686
kegg.compound:C17664,MNXM36875
kegg.compound:C15403,MNXM36882
kegg.compound:C14606,MNXM36883
kegg.compound:C14553,MNXM36884
kegg.compound:C15391,MNXM36888
kegg.compound:C15272,MNXM36889
kegg.compound:C11422,MNXM3689
kegg.compound:C14594,MNXM36891
kegg.compound:C14609,MNXM36892
kegg.compound:C14598,MNXM36893
kegg.compound:C14976,MNXM36894
kegg.compound:C14608,MNXM36895
kegg.compound:C15158,MNXM36918
kegg.compound:C14956,MNXM36920
kegg.compound:C15333,MNXM36921
kegg.compound:C15159,MNXM36940
kegg.compound:C15404,MNXM36942
kegg.compound:C15304,MNXM36943
kegg.compound:C14991,MNXM36944
kegg.compound:C14924,MNXM36945
kegg.compound:C15336,MNXM36947
kegg.compound:C15013,MNXM36949
kegg.compound:C15001,MNXM36951
kegg.compound:C14957,MNXM36952
kegg.compound:C15345,MNXM36953
kegg.compound:C15396,MNXM36956
kegg.compound:C14914,MNXM36957
kegg.compound:C14979,MNXM36958
kegg.compound:C15330,MNXM36959
kegg.compound:C14981,MNXM36960
kegg.compound:C15093,MNXM36961
kegg.compound:C15173,MNXM36963
kegg.compound:C14961,MNXM36964
kegg.compound:C15135,MNXM36965
kegg.compound:C15335,MNXM36967
kegg.compound:C15332,MNXM36969
kegg.compound:C04746,MNXM36970
kegg.compound:C15417,MNXM36973
kegg.compound:C15136,MNXM36976
kegg.compound:C17884,MNXM36977
kegg.compound:C15379,MNXM36978
kegg.compound:C14482,MNXM36979
kegg.compound:C15367,MNXM36981
kegg.compound:C00064,MNXM37
kegg.compound:C00303,MNXM37
kegg.compound:C02740,MNXM3700
kegg.compound:C14472,MNXM37003
kegg.compound:C14344,MNXM37005
kegg.compound:C10439,MNXM37011
kegg.compound:C10552,MNXM37012
kegg.compound:C10553,MNXM37013
kegg.compound:C10702,MNXM37017
kegg.compound:C14232,MNXM37020
kegg.compound:C16574,MNXM37026
kegg.compound:C10520,MNXM3703
kegg.compound:C17784,MNXM37030
kegg.compound:C00615,MNXM3704
kegg.compound:C21492,MNXM37045
kegg.compound:C10283,MNXM37052
kegg.compound:C14737,MNXM37056
kegg.compound:C19538,MNXM37059
kegg.compound:C05720,MNXM3706
kegg.compound:C15168,MNXM37061
kegg.compound:C15278,MNXM37062
kegg.compound:C15069,MNXM37064
kegg.compound:C15021,MNXM37065
kegg.compound:C19266,MNXM37070
kegg.compound:C14759,MNXM37072
kegg.compound:C14288,MNXM37073
kegg.compound:C15452,MNXM37074
kegg.compound:C14248,MNXM37078
kegg.compound:C10256,MNXM37079
kegg.compound:C14341,MNXM37081
kegg.compound:C19404,MNXM37086
kegg.compound:C15296,MNXM37088
kegg.compound:C19260,MNXM37092
kegg.compound:C10999,MNXM37093
kegg.compound:C14287,MNXM37095
kegg.compound:C14135,MNXM37096
kegg.compound:C15389,MNXM37098
kegg.compound:C00193,MNXM371
kegg.compound:C00261,MNXM371
kegg.compound:C19303,MNXM37100
kegg.compound:C15211,MNXM37102
kegg.compound:C15145,MNXM37103
kegg.compound:C14910,MNXM37105
kegg.compound:C15112,MNXM37106
kegg.compound:C15152,MNXM37111
kegg.compound:C12262,MNXM37117
kegg.compound:C14898,MNXM37118
kegg.compound:C19405,MNXM37119
kegg.compound:C12096,MNXM3712
kegg.compound:C11322,MNXM37120
kegg.compound:C13693,MNXM37122
kegg.compound:C06066,MNXM37130
kegg.compound:C02645,MNXM37136
kegg.compound:C14628,MNXM37137
kegg.compound:C02892,MNXM3715
kegg.compound:C18653,MNXM37151
kegg.compound:C11445,MNXM37164
kegg.compound:C14591,MNXM37167
kegg.compound:C15082,MNXM37168
kegg.compound:C05652,MNXM37178
kegg.compound:C19412,MNXM37181
kegg.compound:C15042,MNXM37183
kegg.compound:C14276,MNXM37186
kegg.compound:C17690,MNXM37203
kegg.compound:C16429,MNXM3721
kegg.compound:C11148,MNXM3722
kegg.compound:C13677,MNXM37239
kegg.compound:C13678,MNXM37240
kegg.compound:C19187,MNXM37243
kegg.compound:C15217,MNXM37264
kegg.compound:C14237,MNXM37265
kegg.compound:C12263,MNXM37267
kegg.compound:C19741,MNXM3729
kegg.compound:C15619,MNXM37291
kegg.compound:C01134,MNXM373
kegg.compound:C17277,MNXM3730
kegg.compound:C13702,MNXM37303
kegg.compound:C02026,MNXM37308
kegg.compound:C19323,MNXM37318
kegg.compound:C09718,MNXM3732
kegg.compound:C06454,MNXM3733
kegg.compound:C15005,MNXM37336
kegg.compound:C06729,MNXM3734
kegg.compound:C13728,MNXM37343
kegg.compound:C15080,MNXM37350
kegg.compound:C11834,MNXM37352
kegg.compound:C04687,MNXM3736
kegg.compound:C03076,MNXM37361
kegg.compound:C14351,MNXM37364
kegg.compound:C04670,MNXM3737
kegg.compound:C15358,MNXM37373
kegg.compound:C14715,MNXM37375
kegg.compound:C14195,MNXM37376
kegg.compound:C15045,MNXM37378
kegg.compound:C15067,MNXM37379
kegg.compound:C01868,MNXM3738
kegg.compound:C14331,MNXM37381
kegg.compound:C19365,MNXM37382
kegg.compound:C19207,MNXM37383
kegg.compound:C19169,MNXM37384
kegg.compound:C14585,MNXM37390
kegg.compound:C14676,MNXM37397
kegg.compound:C14451,MNXM37399
kegg.compound:C14258,MNXM37402
kegg.compound:C02234,MNXM37405
kegg.compound:C03963,MNXM3741
kegg.compound:C04662,MNXM37415
kegg.compound:C09091,MNXM37422
kegg.compound:C19675,MNXM3743
kegg.compound:C11446,MNXM37431
kegg.compound:C18619,MNXM37433
kegg.compound:C14245,MNXM37436
kegg.compound:C02345,MNXM3744
kegg.compound:C14720,MNXM37440
kegg.compound:C15088,MNXM37444
kegg.compound:C19830,MNXM3745
kegg.compound:C16485,MNXM37453
kegg.compound:C17146,MNXM37455
kegg.compound:C14274,MNXM37463
kegg.compound:C14236,MNXM37464
kegg.compound:C14305,MNXM37465
kegg.compound:C14377,MNXM37477
kegg.compound:C14378,MNXM37478
kegg.compound:C14379,MNXM37479
kegg.compound:C14380,MNXM37480
kegg.compound:C15248,MNXM37481
kegg.compound:C14373,MNXM37482
kegg.compound:C14374,MNXM37483
kegg.compound:C14375,MNXM37484
kegg.compound:C14382,MNXM37485
kegg.compound:C14471,MNXM37486
kegg.compound:C14376,MNXM37487
kegg.compound:C14381,MNXM37488
kegg.compound:C14371,MNXM37490
kegg.compound:C03987,MNXM37492
kegg.compound:C21167,MNXM37493
kegg.compound:C12114,MNXM37496
kegg.compound:C04049,MNXM37498
kegg.compound:C03766,MNXM3751
kegg.compound:C19433,MNXM37512
kegg.compound:C12849,MNXM37513
kegg.compound:C14560,MNXM37514
kegg.compound:C14230,MNXM37515
kegg.compound:C10461,MNXM37535
kegg.compound:C21168,MNXM37537
kegg.compound:C03235,MNXM37553
kegg.compound:C14697,MNXM37577
kegg.compound:C14741,MNXM37580
kegg.compound:C18346,MNXM37598
kegg.compound:C00530,MNXM376
kegg.compound:C15133,MNXM37619
kegg.compound:C03042,MNXM3762
kegg.compound:C06234,MNXM37623
kegg.compound:C11801,MNXM37628
kegg.compound:C19450,MNXM37629
kegg.compound:C04351,MNXM3763
kegg.compound:C17929,MNXM37633
kegg.compound:C19262,MNXM37634
kegg.compound:C17205,MNXM3764
kegg.compound:C11584,MNXM37643
kegg.compound:C11585,MNXM37645
kegg.compound:C14464,MNXM37648
kegg.compound:C18343,MNXM37649
kegg.compound:C14698,MNXM37650
kegg.compound:C14465,MNXM37651
kegg.compound:C14466,MNXM37652
kegg.compound:C02803,MNXM37657
kegg.compound:C16257,MNXM3766
kegg.compound:C07555,MNXM37660
kegg.compound:C19473,MNXM37663
kegg.compound:C14988,MNXM37664
kegg.compound:C15362,MNXM37665
kegg.compound:C19276,MNXM37673
kegg.compound:C14550,MNXM37680
kegg.compound:C17514,MNXM37684
kegg.compound:C14132,MNXM37692
kegg.compound:C10441,MNXM37705
kegg.compound:C14340,MNXM37710
kegg.compound:C21611,MNXM37714
kegg.compound:C04516,MNXM3772
kegg.compound:C13710,MNXM37721
kegg.compound:C15365,MNXM37723
kegg.compound:C10281,MNXM37724
kegg.compound:C14311,MNXM37727
kegg.compound:C14139,MNXM37729
kegg.compound:C03083,MNXM37730
kegg.compound:C03084,MNXM37731
kegg.compound:C03768,MNXM37732
kegg.compound:C04116,MNXM37733
kegg.compound:C14535,MNXM37735
kegg.compound:C14200,MNXM37736
kegg.compound:C14205,MNXM37737
kegg.compound:C19310,MNXM37743
kegg.compound:C19311,MNXM37744
kegg.compound:C15286,MNXM37758
kegg.compound:C15154,MNXM37759
kegg.compound:C07326,MNXM3776
kegg.compound:C16538,MNXM3777
kegg.compound:C19380,MNXM37770
kegg.compound:C03085,MNXM37791
kegg.compound:C03086,MNXM37792
kegg.compound:C06433,MNXM37799
kegg.compound:C04703,MNXM3780
kegg.compound:C06435,MNXM37800
kegg.compound:C06436,MNXM37801
kegg.compound:C06637,MNXM3781
kegg.compound:C17571,MNXM37816
kegg.compound:C18019,MNXM3782
kegg.compound:C11162,MNXM37820
kegg.compound:C13745,MNXM37838
kegg.compound:C09831,MNXM37839
kegg.compound:C02774,MNXM3785
kegg.compound:C20981,MNXM37861
kegg.compound:C05498,MNXM3787
kegg.compound:C13704,MNXM37874
kegg.compound:C04103,MNXM3788
kegg.compound:C14309,MNXM37897
kegg.compound:C09313,MNXM37899
kegg.compound:C10024,MNXM37900
kegg.compound:C15633,MNXM37901
kegg.compound:C19381,MNXM37904
kegg.compound:C09925,MNXM37905
kegg.compound:C10764,MNXM37906
kegg.compound:C06734,MNXM3791
kegg.compound:C10029,MNXM37923
kegg.compound:C05300,MNXM3794
kegg.compound:C08397,MNXM37952
kegg.compound:C05487,MNXM3796
kegg.compound:C15418,MNXM37963
kegg.compound:C10802,MNXM37972
kegg.compound:C06742,MNXM3798
kegg.compound:C11686,MNXM37995
kegg.compound:C06489,MNXM37999
kegg.compound:C15505,MNXM3800
kegg.compound:C02775,MNXM3802
kegg.compound:C19319,MNXM38025
kegg.compound:C04110,MNXM3803
kegg.compound:C14631,MNXM38034
kegg.compound:C15442,MNXM38035
kegg.compound:C11262,MNXM38038
kegg.compound:C06333,MNXM3806
kegg.compound:C07089,MNXM38063
kegg.compound:C19366,MNXM38074
kegg.compound:C20303,MNXM3808
kegg.compound:C12121,MNXM38090
kegg.compound:C10418,MNXM38095
kegg.compound:C00151,MNXM381
kegg.compound:C03217,MNXM3811
kegg.compound:C03843,MNXM38113
kegg.compound:C02360,MNXM3812
kegg.compound:C04242,MNXM38120
kegg.compound:C05844,MNXM38125
kegg.compound:C14678,MNXM38138
kegg.compound:C16235,MNXM3814
kegg.compound:C03894,MNXM3815
kegg.compound:C14559,MNXM38150
kegg.compound:C05832,MNXM38156
kegg.compound:C02787,MNXM3816
kegg.compound:C19793,MNXM3818
kegg.compound:C11466,MNXM38184
kegg.compound:C08309,MNXM38186
kegg.compound:C17216,MNXM3819
kegg.compound:C05660,MNXM38195
kegg.compound:C17220,MNXM3820
kegg.compound:C03592,MNXM38206
kegg.compound:C11115,MNXM38209
kegg.compound:C17224,MNXM3821
kegg.compound:C17228,MNXM3822
kegg.compound:C19444,MNXM38226
kegg.compound:C19259,MNXM38227
kegg.compound:C00200,MNXM38233
kegg.compound:C18799,MNXM38238
kegg.compound:C11117,MNXM38242
kegg.compound:C13705,MNXM38243
kegg.compound:C15178,MNXM38244
kegg.compound:C14293,MNXM38245
kegg.compound:C19269,MNXM38246
kegg.compound:C14281,MNXM38247
kegg.compound:C05477,MNXM3825
kegg.compound:C09014,MNXM38258
kegg.compound:C20787,MNXM3826
kegg.compound:C09016,MNXM38270
kegg.compound:C03462,MNXM3828
kegg.compound:C17717,MNXM38288
kegg.compound:C18132,MNXM3829
kegg.compound:C18002,MNXM38296
kegg.compound:C02654,MNXM38298
kegg.compound:C00954,MNXM383
kegg.compound:C04581,MNXM3830
kegg.compound:C07349,MNXM3831
kegg.compound:C15186,MNXM38321
kegg.compound:C15406,MNXM38322
kegg.compound:C14254,MNXM38326
kegg.compound:C15373,MNXM38327
kegg.compound:C15298,MNXM38328
kegg.compound:C15288,MNXM38330
kegg.compound:C15166,MNXM38331
kegg.compound:C15316,MNXM38332
kegg.compound:C14889,MNXM38333
kegg.compound:C14269,MNXM38334
kegg.compound:C15346,MNXM38336
kegg.compound:C19665,MNXM38339
kegg.compound:C19659,MNXM38341
kegg.compound:C16587,MNXM3835
kegg.compound:C19638,MNXM38356
kegg.compound:C19667,MNXM38360
kegg.compound:C15420,MNXM38361
kegg.compound:C04674,MNXM3837
kegg.compound:C19642,MNXM38379
kegg.compound:C15201,MNXM38393
kegg.compound:C19640,MNXM38395
kegg.compound:C15260,MNXM38399
kegg.compound:C14680,MNXM38401
kegg.compound:C18131,MNXM3841
kegg.compound:C17836,MNXM38431
kegg.compound:C14590,MNXM38445
kegg.compound:C07728,MNXM3846
kegg.compound:C04371,MNXM3847
kegg.compound:C11573,MNXM38473
kegg.compound:C05587,MNXM3848
kegg.compound:C14902,MNXM38486
kegg.compound:C14900,MNXM38487
kegg.compound:C02231,MNXM3849
kegg.compound:C15397,MNXM38497
kegg.compound:C12198,MNXM38498
kegg.compound:C12264,MNXM38499
kegg.compound:C01990,MNXM3850
kegg.compound:C11324,MNXM38500
kegg.compound:C03467,MNXM3851
kegg.compound:C15348,MNXM38511
kegg.compound:C15359,MNXM38517
kegg.compound:C15352,MNXM38518
kegg.compound:C14623,MNXM38520
kegg.compound:C15347,MNXM38521
kegg.compound:C14614,MNXM38527
kegg.compound:C03930,MNXM3855
kegg.compound:C12120,MNXM38554
kegg.compound:C11781,MNXM38560
kegg.compound:C09055,MNXM38561
kegg.compound:C06739,MNXM3857
kegg.compound:C15325,MNXM38575
kegg.compound:C14352,MNXM38581
kegg.compound:C03993,MNXM3859
kegg.compound:C00178,MNXM386
kegg.compound:C04291,MNXM3860
kegg.compound:C02648,MNXM3861
kegg.compound:C08736,MNXM38631
kegg.compound:C13753,MNXM38634
kegg.compound:C17089,MNXM38642
kegg.compound:C17786,MNXM38648
kegg.compound:C03081,MNXM3866
kegg.compound:C10059,MNXM38664
kegg.compound:C03360,MNXM3867
kegg.compound:C15636,MNXM38677
kegg.compound:C11780,MNXM38679
kegg.compound:C03767,MNXM3868
kegg.compound:C11574,MNXM38687
kegg.compound:C03996,MNXM3869
kegg.compound:C15203,MNXM38697
kegg.compound:C15100,MNXM38698
kegg.compound:C14985,MNXM38699
kegg.compound:C15240,MNXM38703
kegg.compound:C14111,MNXM3871
kegg.compound:C18085,MNXM38710
kegg.compound:C14576,MNXM38714
kegg.compound:C08646,MNXM38716
kegg.compound:C14221,MNXM38720
kegg.compound:C10068,MNXM38726
kegg.compound:C04583,MNXM38750
kegg.compound:C10072,MNXM38753
kegg.compound:C16260,MNXM3876
kegg.compound:C15599,MNXM3877
kegg.compound:C02379,MNXM3879
kegg.compound:C03935,MNXM3881
kegg.compound:C16594,MNXM3883
kegg.compound:C08761,MNXM38834
kegg.compound:C09764,MNXM38835
kegg.compound:C20183,MNXM3884
kegg.compound:C09770,MNXM38863
kegg.compound:C19451,MNXM38870
kegg.compound:C07540,MNXM38874
kegg.compound:C04379,MNXM3888
kegg.compound:C11756,MNXM38881
kegg.compound:C06629,MNXM38883
kegg.compound:C19472,MNXM38890
kegg.compound:C19271,MNXM38891
kegg.compound:C14909,MNXM3890
kegg.compound:C15812,MNXM3891
kegg.compound:C17999,MNXM38913
kegg.compound:C08762,MNXM38915
kegg.compound:C15465,MNXM38919
kegg.compound:C02807,MNXM3892
kegg.compound:C15789,MNXM38924
kegg.compound:C12225,MNXM38925
kegg.compound:C02132,MNXM3894
kegg.compound:C09832,MNXM38940
kegg.compound:C07569,MNXM38942
kegg.compound:C20198,MNXM3896
kegg.compound:C14878,MNXM38961
kegg.compound:C15381,MNXM38963
kegg.compound:C14648,MNXM38966
kegg.compound:C15172,MNXM38967
kegg.compound:C15256,MNXM38968
kegg.compound:C15310,MNXM38969
kegg.compound:C15968,MNXM3897
kegg.compound:C15414,MNXM38970
kegg.compound:C15321,MNXM38971
kegg.compound:C14618,MNXM38972
kegg.compound:C15327,MNXM38974
kegg.compound:C15127,MNXM38975
kegg.compound:C11246,MNXM38976
kegg.compound:C15291,MNXM38982
kegg.compound:C14632,MNXM38984
kegg.compound:C14586,MNXM38985
kegg.compound:C15363,MNXM38988
kegg.compound:C15467,MNXM38989
kegg.compound:C01474,MNXM3899
kegg.compound:C14982,MNXM38990
kegg.compound:C15284,MNXM38991
kegg.compound:C15072,MNXM38992
kegg.compound:C15130,MNXM38993
kegg.compound:C14937,MNXM38994
kegg.compound:C15071,MNXM38997
kegg.compound:C14983,MNXM38999
kegg.compound:C00058,MNXM39
kegg.compound:C13829,MNXM39018
kegg.compound:C02134,MNXM3902
kegg.compound:C09646,MNXM39024
kegg.compound:C09650,MNXM39031
kegg.compound:C09641,MNXM39032
kegg.compound:C14485,MNXM39039
kegg.compound:C04923,MNXM3905
kegg.compound:C04378,MNXM39059
kegg.compound:C04861,MNXM3906
kegg.compound:C15048,MNXM39061
kegg.compound:C20167,MNXM39074
kegg.compound:C10311,MNXM39085
kegg.compound:C06139,MNXM3909
kegg.compound:C11668,MNXM39091
kegg.compound:C11665,MNXM39094
kegg.compound:C12255,MNXM39095
kegg.compound:C11662,MNXM39098
kegg.compound:C11052,MNXM39099
kegg.compound:C14604,MNXM3910
kegg.compound:C13630,MNXM39100
kegg.compound:C15244,MNXM39105
kegg.compound:C14633,MNXM39106
kegg.compound:C15245,MNXM39107
kegg.compound:C15052,MNXM39108
kegg.compound:C15051,MNXM39109
kegg.compound:C00872,MNXM3911
kegg.compound:C14558,MNXM39114
kegg.compound:C09757,MNXM39117
kegg.compound:C14290,MNXM39118
kegg.compound:C16028,MNXM3912
kegg.compound:C06782,MNXM39120
kegg.compound:C09060,MNXM3913
kegg.compound:C15060,MNXM39131
kegg.compound:C10257,MNXM39132
kegg.compound:C06781,MNXM39134
kegg.compound:C02811,MNXM3914
kegg.compound:C02241,MNXM39144
kegg.compound:C17785,MNXM39145
kegg.compound:C19458,MNXM39153
kegg.compound:C10917,MNXM39155
kegg.compound:C19471,MNXM39156
kegg.compound:C01892,MNXM3917
kegg.compound:C09814,MNXM3919
kegg.compound:C14891,MNXM39198
kegg.compound:C14907,MNXM39199
kegg.compound:C00168,MNXM392
kegg.compound:C17337,MNXM39206
kegg.compound:C09476,MNXM39207
kegg.compound:C15351,MNXM39208
kegg.compound:C04000,MNXM3921
kegg.compound:C15299,MNXM39210
kegg.compound:C09081,MNXM39214
kegg.compound:C12537,MNXM3922
kegg.compound:C19221,MNXM39220
kegg.compound:C14824,MNXM39229
kegg.compound:C03098,MNXM3923
kegg.compound:C02660,MNXM3924
kegg.compound:C11579,MNXM39248
kegg.compound:C11581,MNXM39249
kegg.compound:C00758,MNXM3925
kegg.compound:C11578,MNXM39251
kegg.compound:C09002,MNXM39253
kegg.compound:C13798,MNXM39255
kegg.compound:C11565,MNXM39261
kegg.compound:C11326,MNXM39264
kegg.compound:C11265,MNXM39265
kegg.compound:C11266,MNXM39273
kegg.compound:C17513,MNXM3929
kegg.compound:C04830,MNXM3930
kegg.compound:C15242,MNXM39311
kegg.compound:C20386,MNXM3932
kegg.compound:C09392,MNXM39322
kegg.compound:C11667,MNXM39326
kegg.compound:C02661,MNXM3934
kegg.compound:C11650,MNXM39344
kegg.compound:C11656,MNXM39345
kegg.compound:C11658,MNXM39346
kegg.compound:C11652,MNXM39348
kegg.compound:C02497,MNXM3935
kegg.compound:C11575,MNXM39351
kegg.compound:C15236,MNXM39356
kegg.compound:C15237,MNXM39357
kegg.compound:C15238,MNXM39360
kegg.compound:C15239,MNXM39362
kegg.compound:C15241,MNXM39363
kegg.compound:C17359,MNXM39366
kegg.compound:C14557,MNXM39372
kegg.compound:C08583,MNXM3938
kegg.compound:C00459,MNXM394
kegg.compound:C03486,MNXM3941
kegg.compound:C14779,MNXM39482
kegg.compound:C11053,MNXM39490
kegg.compound:C14837,MNXM39491
kegg.compound:C11168,MNXM39493
kegg.compound:C14834,MNXM39495
kegg.compound:C03243,MNXM39499
kegg.compound:C01677,MNXM3950
kegg.compound:C14833,MNXM39503
kegg.compound:C08588,MNXM3952
kegg.compound:C16822,MNXM39533
kegg.compound:C13699,MNXM39534
kegg.compound:C15155,MNXM39543
kegg.compound:C14918,MNXM39544
kegg.compound:C15371,MNXM39545
kegg.compound:C13949,MNXM39546
kegg.compound:C15305,MNXM39547
kegg.compound:C15400,MNXM39548
kegg.compound:C15407,MNXM39549
kegg.compound:C09811,MNXM3956
kegg.compound:C15380,MNXM39560
kegg.compound:C15269,MNXM39561
kegg.compound:C15092,MNXM39562
kegg.compound:C15113,MNXM39563
kegg.compound:C15147,MNXM39564
kegg.compound:C15317,MNXM39565
kegg.compound:C14885,MNXM39566
kegg.compound:C15065,MNXM39567
kegg.compound:C15079,MNXM39568
kegg.compound:C15105,MNXM39569
kegg.compound:C15148,MNXM39570
kegg.compound:C14621,MNXM39571
kegg.compound:C14616,MNXM39572
kegg.compound:C15091,MNXM39573
kegg.compound:C15271,MNXM39574
kegg.compound:C14484,MNXM39575
kegg.compound:C02825,MNXM3958
kegg.compound:C15247,MNXM39591
kegg.compound:C10924,MNXM39592
kegg.compound:C15246,MNXM39593
kegg.compound:C10372,MNXM39603
kegg.compound:C13748,MNXM39605
kegg.compound:C19470,MNXM39608
kegg.compound:C12239,MNXM39613
kegg.compound:C12190,MNXM39614
kegg.compound:C04617,MNXM3963
kegg.compound:C14917,MNXM39634
kegg.compound:C14638,MNXM39639
kegg.compound:C15319,MNXM39640
kegg.compound:C14636,MNXM39641
kegg.compound:C15369,MNXM39642
kegg.compound:C15312,MNXM39643
kegg.compound:C14630,MNXM39644
kegg.compound:C14625,MNXM39645
kegg.compound:C15192,MNXM39646
kegg.compound:C15200,MNXM39647
kegg.compound:C04020,MNXM3966
kegg.compound:C07307,MNXM3968
kegg.compound:C04895,MNXM397
kegg.compound:C01314,MNXM39733
kegg.compound:C01313,MNXM39734
kegg.compound:C17558,MNXM3974
kegg.compound:C04586,MNXM3975
kegg.compound:C12436,MNXM3977
kegg.compound:C11142,MNXM3978
kegg.compound:C17495,MNXM39780
kegg.compound:C07308,MNXM3979
kegg.compound:C00326,MNXM39799
kegg.compound:C00207,MNXM398
kegg.compound:C11933,MNXM3983
kegg.compound:C03463,MNXM39835
kegg.compound:C15660,MNXM39837
kegg.compound:C15661,MNXM39839
kegg.compound:C11920,MNXM3985
kegg.compound:C15292,MNXM39853
kegg.compound:C15263,MNXM39855
kegg.compound:C15834,MNXM39858
kegg.compound:C15831,MNXM39860
kegg.compound:C01397,MNXM39862
kegg.compound:C20068,MNXM39882
kegg.compound:C08920,MNXM39890
kegg.compound:C03576,MNXM399
kegg.compound:C09318,MNXM39900
kegg.compound:C09319,MNXM39904
kegg.compound:C08573,MNXM39906
