#source,ID
bigg.metabolite:CE4851,MNXM1102114
bigg.metabolite:CE4834,MNXM1102116
bigg.metabolite:acmama,MNXM1102123
bigg.metabolite:udp,MNXM1102128
bigg.metabolite:ppmi12346p,MNXM1102135
bigg.metabolite:M01966,MNXM1102141
bigg.metabolite:mlthf,MNXM1102150
bigg.metabolite:xtp,MNXM1102152
bigg.metabolite:2ins,MNXM1102163
bigg.metabolite:d5kg,MNXM1102165
bigg.metabolite:ahcys,MNXM1102167
bigg.metabolite:nicrns,MNXM1102169
bigg.metabolite:CE1554,MNXM1102171
bigg.metabolite:3amp,MNXM1102173
bigg.metabolite:atrz,MNXM1102179
bigg.metabolite:udpgalfur,MNXM1102185
bigg.metabolite:3ump,MNXM1102189
bigg.metabolite:cdp,MNXM1102191
bigg.metabolite:thmnp,MNXM1102194
bigg.metabolite:db4p,MNXM1102294
bigg.metabolite:purine,MNXM1102327
bigg.metabolite:10fthf,MNXM1102376
bigg.metabolite:crn__D,MNXM1102523
bigg.metabolite:CE5956,MNXM1102546
bigg.metabolite:ttc_ggdp,MNXM1102546
bigg.metabolite:ggl,MNXM1102734
bigg.metabolite:coucoa,MNXM1102789
bigg.metabolite:mescoa,MNXM1102866
bigg.metabolite:mi34p,MNXM1102961
bigg.metabolite:HC01652,MNXM1102965
bigg.metabolite:B_ara1p,MNXM1103019
bigg.metabolite:CE1277,MNXM1103020
bigg.metabolite:cdpchol,MNXM1103046
bigg.metabolite:aps,MNXM1103086
bigg.metabolite:uri,MNXM1103104
bigg.metabolite:r1p,MNXM1103205
bigg.metabolite:gdp,MNXM1103285
bigg.metabolite:dnad,MNXM1103300
bigg.metabolite:cmp,MNXM1103302
bigg.metabolite:CE2038,MNXM1103309
bigg.metabolite:dad_5,MNXM1103313
bigg.metabolite:3hodcoa,MNXM1103315
bigg.metabolite:adsel,MNXM1103323
bigg.metabolite:ametam,MNXM1103325
bigg.metabolite:bdg2hc,MNXM1103327
bigg.metabolite:ins,MNXM1103335
bigg.metabolite:frdp,MNXM1103344
bigg.metabolite:CE2183,MNXM1103353
bigg.metabolite:M01461,MNXM1103358
bigg.metabolite:3padsel,MNXM1103360
bigg.metabolite:aicar,MNXM1103365
bigg.metabolite:CE2250,MNXM1103369
bigg.metabolite:CE2253,MNXM1103371
bigg.metabolite:CE2186,MNXM1103375
bigg.metabolite:CE1278,MNXM1103387
bigg.metabolite:M01082,MNXM1103395
bigg.metabolite:gsn,MNXM1103400
bigg.metabolite:5mdr1p,MNXM1103415
bigg.metabolite:acglcgal14acglcgalgluside_hs,MNXM1103418
bigg.metabolite:itp,MNXM1103428
bigg.metabolite:1ddecg3p,MNXM1103432
bigg.metabolite:HC01440,MNXM1103441
bigg.metabolite:HC01672,MNXM1103443
bigg.metabolite:3mop,MNXM1103447
bigg.metabolite:starch,MNXM1103451
bigg.metabolite:cdpea,MNXM1103456
bigg.metabolite:pap,MNXM1103458
bigg.metabolite:M01466,MNXM1103473
bigg.metabolite:cmp2amep,MNXM1103498
bigg.metabolite:cmpntm2amep,MNXM1103500
bigg.metabolite:f390a,MNXM1103503
bigg.metabolite:cdpg,MNXM1103517
bigg.metabolite:CE3075,MNXM1103523
bigg.metabolite:sph1p,MNXM1103529
bigg.metabolite:c10crn,MNXM1103533
bigg.metabolite:gtp,MNXM1103553
bigg.metabolite:CE4754,MNXM1103555
bigg.metabolite:orot5p,MNXM1103557
bigg.metabolite:fn2m2masn,MNXM1103564
bigg.metabolite:HC01668,MNXM1103578
bigg.metabolite:mi134p,MNXM1103586
bigg.metabolite:HC01651,MNXM1103590
bigg.metabolite:CE2847,MNXM1103593
bigg.metabolite:cholcoar,MNXM1103601
bigg.metabolite:hxcoa,MNXM1103616
bigg.metabolite:dcamp,MNXM1103622
bigg.metabolite:mi13p,MNXM1103624
bigg.metabolite:nrvnccoa,MNXM1103643
bigg.metabolite:kphphhlipa,MNXM1103668
bigg.metabolite:CE7086,MNXM1103674
bigg.metabolite:m2mn,MNXM1103678
bigg.metabolite:estriolglc,MNXM1103684
bigg.metabolite:ahandrostanglc,MNXM1103691
bigg.metabolite:M00625,MNXM1103693
bigg.metabolite:xol27oh,MNXM1103693
bigg.metabolite:CE2839,MNXM1103696
bigg.metabolite:CE2838,MNXM1103698
bigg.metabolite:mococdp,MNXM1103700
bigg.metabolite:CE0955,MNXM1103704
bigg.metabolite:M00979,MNXM1103706
bigg.metabolite:mi1345p,MNXM1103713
bigg.metabolite:adocbi,MNXM1103715
bigg.metabolite:ctp,MNXM1103718
bigg.metabolite:core3,MNXM1103720
bigg.metabolite:CE5796,MNXM1103727
bigg.metabolite:CE5797,MNXM1103729
bigg.metabolite:25dhpp,MNXM1103734
bigg.metabolite:25drapp,MNXM1103734
bigg.metabolite:h4mpt,MNXM1103755
bigg.metabolite:dmhptcrn,MNXM1103756
bigg.metabolite:CE4838,MNXM1103767
bigg.metabolite:xtsn,MNXM1103769
bigg.metabolite:andrstrnglc,MNXM1103774
bigg.metabolite:3otdcoa,MNXM1103776
bigg.metabolite:2hb,MNXM1103784
bigg.metabolite:2hbut,MNXM1103786
bigg.metabolite:aacoa,MNXM1103802
bigg.metabolite:M00129,MNXM1103804
bigg.metabolite:pail3p_hs,MNXM1103806
bigg.metabolite:M00960,MNXM1103809
bigg.metabolite:crm_hs,MNXM1103817
bigg.metabolite:xol24oh,MNXM1103818
bigg.metabolite:pail345p_hs,MNXM1103822
bigg.metabolite:m1mpdol_U,MNXM1103825
bigg.metabolite:pristcoa,MNXM1103831
bigg.metabolite:ap4a,MNXM1103833
bigg.metabolite:dcholcoa,MNXM1103837
bigg.metabolite:dgcholcoa,MNXM1103837
bigg.metabolite:hpglu,MNXM1103841
bigg.metabolite:c2m26dcoa,MNXM1103843
bigg.metabolite:xol7ah3,MNXM1103845
bigg.metabolite:alac__S,MNXM1103847
bigg.metabolite:doco13ecoa,MNXM1103851
bigg.metabolite:M00049,MNXM1103853
bigg.metabolite:HC02161,MNXM1103857
bigg.metabolite:gm1_hs,MNXM1103858
bigg.metabolite:HC02160,MNXM1103861
bigg.metabolite:gm2_hs,MNXM1103862
bigg.metabolite:gd1b_hs,MNXM1103865
bigg.metabolite:glcur1p,MNXM1103867
bigg.metabolite:ei11ecoa,MNXM1103876
bigg.metabolite:hexccoa,MNXM1103880
bigg.metabolite:CE5166,MNXM1103883
bigg.metabolite:cholcoas,MNXM1103883
bigg.metabolite:tetpent6coa,MNXM1103884
bigg.metabolite:pail4p_hs,MNXM1103886
bigg.metabolite:chito2pdol_U,MNXM1103895
bigg.metabolite:naglc2p_U,MNXM1103899
bigg.metabolite:tststerone,MNXM1103903
bigg.metabolite:nfd,MNXM1103904
bigg.metabolite:nifedipine,MNXM1103904
bigg.metabolite:3hpcoa,MNXM1103908
bigg.metabolite:chtn,MNXM1103914
bigg.metabolite:t2m26dcoa,MNXM1103918
bigg.metabolite:CE2248,MNXM1103920
bigg.metabolite:M02447,MNXM1103926
bigg.metabolite:malthx,MNXM1103926
bigg.metabolite:galacglcgalgluside_hs,MNXM1103928
bigg.metabolite:fucgalacgalfuc12gal14acglcgalgluside_hs,MNXM1103930
bigg.metabolite:HC01180,MNXM1103932
bigg.metabolite:tagdp__D,MNXM1103932
bigg.metabolite:HC02217,MNXM1103934
bigg.metabolite:thf,MNXM1103936
bigg.metabolite:mi14p,MNXM1103941
bigg.metabolite:cholcoads,MNXM1103943
bigg.metabolite:bilglcur,MNXM1103949
bigg.metabolite:cmpacna,MNXM1103953
bigg.metabolite:gpail_hs,MNXM1103955
bigg.metabolite:ak2gchol_hs,MNXM1103959
bigg.metabolite:arachcoa,MNXM1103962
bigg.metabolite:melib,MNXM1103964
bigg.metabolite:6dg,MNXM1103965
bigg.metabolite:strdnccoa,MNXM1103967
bigg.metabolite:dd3coa,MNXM1103969
bigg.metabolite:mi145p,MNXM1103971
bigg.metabolite:dolglcp_U,MNXM1103973
bigg.metabolite:2docopencoa,MNXM1103977
bigg.metabolite:CE4835,MNXM1103977
bigg.metabolite:M00841,MNXM1103981
bigg.metabolite:M02612,MNXM1103983
bigg.metabolite:CE2247,MNXM1103985
bigg.metabolite:galside_hs,MNXM1103989
bigg.metabolite:M00061,MNXM1103993
bigg.metabolite:hpdececoa,MNXM1103993
bigg.metabolite:M00862,MNXM1103998
bigg.metabolite:HC02180,MNXM1104004
bigg.metabolite:txb2,MNXM1104004
bigg.metabolite:M00004,MNXM1104006
bigg.metabolite:lgnccoa,MNXM1104012
bigg.metabolite:ttccoa,MNXM1104012
bigg.metabolite:CE4837,MNXM1104014
bigg.metabolite:tettet6coa,MNXM1104014
bigg.metabolite:tetpent3coa,MNXM1104016
bigg.metabolite:gda1_hs,MNXM1104020
bigg.metabolite:dlnlcgcoa,MNXM1104037
bigg.metabolite:maltpt,MNXM1104039
bigg.metabolite:acglcgalgluside_hs,MNXM1104052
bigg.metabolite:r5p,MNXM1104056
bigg.metabolite:gam6p,MNXM1104065
bigg.metabolite:lnlncgcoa,MNXM1104071
bigg.metabolite:l2xser,MNXM1104073
bigg.metabolite:mi13456p,MNXM1104075
bigg.metabolite:pail_hs,MNXM1104079
bigg.metabolite:cholcoa,MNXM1104082
bigg.metabolite:bildglcur,MNXM1104084
bigg.metabolite:xoltri27,MNXM1104086
bigg.metabolite:xoltetrol,MNXM1104088
bigg.metabolite:sphs1p,MNXM1104091
bigg.metabolite:dhcholestancoa,MNXM1104095
bigg.metabolite:M00012,MNXM1104099
bigg.metabolite:unagamuf,MNXM1104103
bigg.metabolite:cholcoaone,MNXM1104105
bigg.metabolite:core4,MNXM1104107
bigg.metabolite:M00067,MNXM1104109
bigg.metabolite:dmhptcoa,MNXM1104111
bigg.metabolite:T_antigen,MNXM1104113
bigg.metabolite:adpcoa,MNXM1104115
bigg.metabolite:dhcholoylcoa,MNXM1104117
bigg.metabolite:seahcys,MNXM1104119
bigg.metabolite:M03047,MNXM1104122
bigg.metabolite:HC01162,MNXM1104124
bigg.metabolite:cmpglna,MNXM1104124
bigg.metabolite:ga1_hs,MNXM1104126
bigg.metabolite:ga2_hs,MNXM1104128
bigg.metabolite:malthp,MNXM1104130
bigg.metabolite:HC02027,MNXM1104132
bigg.metabolite:xolest204_hs,MNXM1104132
bigg.metabolite:estroneglc,MNXM1104134
bigg.metabolite:tststeroneglc,MNXM1104136
bigg.metabolite:M00170,MNXM1104140
bigg.metabolite:CE4818,MNXM1104142
bigg.metabolite:dhocholoylcoa,MNXM1104148
bigg.metabolite:acnamp,MNXM1104151
bigg.metabolite:egme,MNXM1104153
bigg.metabolite:gdpddman,MNXM1104155
bigg.metabolite:CE5794,MNXM1104163
bigg.metabolite:HC01412,MNXM1104173
bigg.metabolite:td2coa,MNXM1104173
bigg.metabolite:tetdece1coa,MNXM1104173
bigg.metabolite:thcholoylcoa,MNXM1104176
bigg.metabolite:C04717,MNXM1104179
bigg.metabolite:sucr,MNXM1104180
bigg.metabolite:itaccoa,MNXM1104182
bigg.metabolite:coke,MNXM1104184
bigg.metabolite:rml1p,MNXM1104186
bigg.metabolite:gdpmann,MNXM1104188
bigg.metabolite:prostg1,MNXM1104200
bigg.metabolite:retncoa,MNXM1104202
bigg.metabolite:micit,MNXM1104204
bigg.metabolite:cytd,MNXM1104207
bigg.metabolite:pail35p_hs,MNXM1104211
bigg.metabolite:HC02110,MNXM1104216
bigg.metabolite:whtststerone,MNXM1104220
bigg.metabolite:hnifedipine,MNXM1104221
bigg.metabolite:2ommbl,MNXM1104227
bigg.metabolite:digalside_hs,MNXM1104229
bigg.metabolite:hmgcoa,MNXM1104235
bigg.metabolite:cdpdag_hs,MNXM1104245
bigg.metabolite:spc_hs,MNXM1104253
bigg.metabolite:M00063,MNXM1104255
bigg.metabolite:2ddecdicoa,MNXM1104257
bigg.metabolite:C05279,MNXM1104257
bigg.metabolite:ethmalcoa,MNXM1104259
bigg.metabolite:pail34p_hs,MNXM1104261
bigg.metabolite:accoa,MNXM1104266
bigg.metabolite:b2coa,MNXM1104270
bigg.metabolite:2omhmbl,MNXM1104278
bigg.metabolite:aqcobal,MNXM1104280
bigg.metabolite:tdcoa,MNXM1104283
bigg.metabolite:tchola,MNXM1104296
bigg.metabolite:btcoa,MNXM1104300
bigg.metabolite:btamp,MNXM1104306
bigg.metabolite:dtdp4d6dm,MNXM1104310
bigg.metabolite:CE5656,MNXM1104314
bigg.metabolite:malt6p,MNXM1104316
bigg.metabolite:bzcoa,MNXM1104318
bigg.metabolite:thfglu,MNXM1104336
bigg.metabolite:hhlipa,MNXM1104340
bigg.metabolite:stcoa,MNXM1104352
bigg.metabolite:3hadicoa,MNXM1104364
bigg.metabolite:3hadpcoa,MNXM1104364
bigg.metabolite:moco,MNXM1104368
bigg.metabolite:udpxyl,MNXM1104370
bigg.metabolite:M02694,MNXM1104372
bigg.metabolite:pentcoa,MNXM1104372
bigg.metabolite:sql,MNXM1104376
bigg.metabolite:xmp,MNXM1104385
bigg.metabolite:M02977,MNXM1104387
bigg.metabolite:4ampm,MNXM1104391
bigg.metabolite:5mthf,MNXM1104393
bigg.metabolite:preq1,MNXM1104395
bigg.metabolite:CE5726,MNXM1104397
bigg.metabolite:cdpdhdecg,MNXM1104403
bigg.metabolite:c226coa,MNXM1104405
bigg.metabolite:seasmet,MNXM1104411
bigg.metabolite:M02197,MNXM1104413
bigg.metabolite:phsph1p,MNXM1104415
bigg.metabolite:lcts,MNXM1104432
bigg.metabolite:ddcacoa,MNXM1104435
bigg.metabolite:HC01446,MNXM1104439
bigg.metabolite:CE2251,MNXM1104443
bigg.metabolite:dmnoncoa,MNXM1104447
bigg.metabolite:glutcoa,MNXM1104451
bigg.metabolite:prpp,MNXM1104453
bigg.metabolite:3mb2coa,MNXM1104459
bigg.metabolite:sbt6p,MNXM1104463
bigg.metabolite:CE1589,MNXM1104465
bigg.metabolite:fucacgalfucgalacglcgalgluside_hs,MNXM1104469
bigg.metabolite:galacgalfuc12gal14acglcgalgluside_hs,MNXM1104471
bigg.metabolite:acgalfucgalacglcgal14acglcgalgluside_hs,MNXM1104473
bigg.metabolite:acgalfucgalacgalfuc12gal14acglcgalgluside_hs,MNXM1104475
bigg.metabolite:fucfucgalacglcgalgluside_hs,MNXM1104477
bigg.metabolite:fucfuc12gal14acglcgalgluside_hs,MNXM1104479
bigg.metabolite:fuc12gal14acglcgalgluside_hs,MNXM1104481
bigg.metabolite:fucgalacglcgal14acglcgalgluside_hs,MNXM1104483
bigg.metabolite:gm1b_hs,MNXM1104485
bigg.metabolite:6pgl,MNXM1104491
bigg.metabolite:arachdcoa,MNXM1104493
bigg.metabolite:eitetcoa,MNXM1104493
bigg.metabolite:tmtrdcoa,MNXM1104495
bigg.metabolite:gm1a_hs,MNXM1104499
bigg.metabolite:fucgalacglc13galacglcgal14acglcgalgluside_hs,MNXM1104501
bigg.metabolite:galgbside_hs,MNXM1104503
bigg.metabolite:1a2425thvitd3,MNXM1104507
bigg.metabolite:dtdp4d6dg,MNXM1104509
bigg.metabolite:clpndcoa,MNXM1104511
bigg.metabolite:allul6p,MNXM1104516
bigg.metabolite:fprica,MNXM1104518
bigg.metabolite:gbside_hs,MNXM1104520
bigg.metabolite:gar,MNXM1104522
bigg.metabolite:malttr,MNXM1104527
bigg.metabolite:uacgam,MNXM1104529
bigg.metabolite:ibcoa,MNXM1104531
bigg.metabolite:ivcoa,MNXM1104535
bigg.metabolite:M00023,MNXM1104537
bigg.metabolite:dpcoa,MNXM1104543
bigg.metabolite:adprib,MNXM1104545
bigg.metabolite:pram,MNXM1104549
bigg.metabolite:adocbl,MNXM1104551
bigg.metabolite:paps,MNXM1104555
bigg.metabolite:idp,MNXM1104559
bigg.metabolite:3ivcoa,MNXM1104561
bigg.metabolite:phaccoa,MNXM1104563
bigg.metabolite:3ohodcoa,MNXM1104572
bigg.metabolite:eicostetcoa,MNXM1104574
bigg.metabolite:2maacoa,MNXM1104585
bigg.metabolite:mnl,MNXM1104590
bigg.metabolite:estradiolglc,MNXM1104601
bigg.metabolite:3h26dm5coa,MNXM1104611
bigg.metabolite:M02107,MNXM1104615
bigg.metabolite:hepcoa,MNXM1104615
bigg.metabolite:M02451,MNXM1104617
bigg.metabolite:maltttr,MNXM1104617
bigg.metabolite:xser,MNXM1104619
bigg.metabolite:digalsgalside_hs,MNXM1104623
bigg.metabolite:hcit,MNXM1104627
bigg.metabolite:dc2coa,MNXM1104631
bigg.metabolite:hdd2coa,MNXM1104633
bigg.metabolite:leuktrF4,MNXM1104641
bigg.metabolite:25aics,MNXM1104647
bigg.metabolite:2mb2coa,MNXM1104649
bigg.metabolite:ksi,MNXM1104651
bigg.metabolite:core2,MNXM1104657
bigg.metabolite:dd2coa,MNXM1104661
bigg.metabolite:tethex3coa,MNXM1104667
bigg.metabolite:M02616,MNXM1104669
bigg.metabolite:noncoa,MNXM1104671
bigg.metabolite:prpncoa,MNXM1104673
bigg.metabolite:alaala,MNXM1104679
bigg.metabolite:3hdcoa,MNXM1104681
bigg.metabolite:3odcoa,MNXM1104685
bigg.metabolite:3hmbcoa,MNXM1104693
bigg.metabolite:3oddcoa,MNXM1104695
bigg.metabolite:3ohcoa,MNXM1104699
bigg.metabolite:HC01408,MNXM1104699
bigg.metabolite:udpg,MNXM1104702
bigg.metabolite:3hddcoa,MNXM1104711
bigg.metabolite:3ohdcoa,MNXM1104713
bigg.metabolite:4hbzcoa,MNXM1104715
bigg.metabolite:hx2coa,MNXM1104717
bigg.metabolite:pailpalm_hs,MNXM1104719
bigg.metabolite:3hhcoa,MNXM1104721
bigg.metabolite:HC01407,MNXM1104721
bigg.metabolite:3hocoa,MNXM1104724
bigg.metabolite:HC01405,MNXM1104724
bigg.metabolite:3htdcoa,MNXM1104726
bigg.metabolite:HC02210,MNXM1104732
bigg.metabolite:cbl2,MNXM1104738
bigg.metabolite:kdo2lipid4,MNXM1104740
bigg.metabolite:M03116,MNXM1104752
bigg.metabolite:undcoa,MNXM1104752
bigg.metabolite:udpgal,MNXM1104754
bigg.metabolite:cbl1,MNXM1104756
bigg.metabolite:adrncoa,MNXM1104760
bigg.metabolite:pecgoncoa,MNXM1104762
bigg.metabolite:phytcoa,MNXM1104764
bigg.metabolite:3mgcoa,MNXM1104767
bigg.metabolite:sectrna,MNXM1104770
bigg.metabolite:phyt2ohcoa,MNXM1104772
bigg.metabolite:succoa,MNXM1104774
bigg.metabolite:acgpail_hs,MNXM1104776
bigg.metabolite:hpdcacoa,MNXM1104779
bigg.metabolite:2mp2coa,MNXM1104781
bigg.metabolite:od2coa,MNXM1104783
bigg.metabolite:lnlncacoa,MNXM1104785
bigg.metabolite:f1p,MNXM1104787
bigg.metabolite:phphtna,MNXM1104792
bigg.metabolite:lys__D,MNXM1104802
bigg.metabolite:HC02214,MNXM1104805
bigg.metabolite:CE4980,MNXM1104807
bigg.metabolite:ugam,MNXM1104816
bigg.metabolite:galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs,MNXM1104819
bigg.metabolite:ump,MNXM1104823
bigg.metabolite:CE6244,MNXM1104833
bigg.metabolite:CE6241,MNXM1104835
bigg.metabolite:CE6242,MNXM1104837
bigg.metabolite:xoltri24,MNXM1104855
bigg.metabolite:sheme,MNXM1104857
bigg.metabolite:adpman,MNXM1104866
bigg.metabolite:arachcrn,MNXM1104870
bigg.metabolite:mn,MNXM1104872
bigg.metabolite:adocbip,MNXM1104880
bigg.metabolite:HC01700,MNXM1104882
bigg.metabolite:gp1calpha_hs,MNXM1104886
bigg.metabolite:udpglcur,MNXM1104890
bigg.metabolite:4ahmmp,MNXM1104899
bigg.metabolite:dec24dicoa,MNXM1104901
bigg.metabolite:decdicoa,MNXM1104901
bigg.metabolite:CE2947,MNXM1104908
bigg.metabolite:stcrn,MNXM1104916
bigg.metabolite:phsphings,MNXM1104918
bigg.metabolite:psphings,MNXM1104920
bigg.metabolite:mi1346p,MNXM1104928
bigg.metabolite:acglcgalacglcgal14acglcgalgluside_hs,MNXM1104934
bigg.metabolite:gam1p,MNXM1104944
bigg.metabolite:15kprostgf2,MNXM1104949
bigg.metabolite:M03005,MNXM1104951
bigg.metabolite:4hexdtetcoa,MNXM1104955
bigg.metabolite:bhb,MNXM1104965
bigg.metabolite:tetdecdicoa,MNXM1104999
bigg.metabolite:ttetddcoa,MNXM1104999
bigg.metabolite:CE0785,MNXM1105000
bigg.metabolite:glc_D_B,MNXM1105026
bigg.metabolite:glc__bD,MNXM1105026
bigg.metabolite:Glc_aD,MNXM1105027
bigg.metabolite:glc__aD,MNXM1105027
bigg.metabolite:glc__D,MNXM1105029
bigg.metabolite:dece4coa,MNXM1105050
bigg.metabolite:dd4coa,MNXM1105051
bigg.metabolite:dec4coa,MNXM1105051
bigg.metabolite:dxylnt,MNXM1105052
bigg.metabolite:mevR,MNXM1105057
bigg.metabolite:mev__R,MNXM1105057
bigg.metabolite:mmalsa,MNXM1105058
bigg.metabolite:mmalsa__S,MNXM1105058
bigg.metabolite:mmtsa,MNXM1105059
bigg.metabolite:1pyr5c,MNXM1105060
bigg.metabolite:pyr5carb,MNXM1105060
bigg.metabolite:stfrnA,MNXM1105063
bigg.metabolite:Sptmyn,MNXM1105068
bigg.metabolite:3AStrmyn,MNXM1105070
bigg.metabolite:C01836,MNXM1105073
bigg.metabolite:CE2917,MNXM1105086
bigg.metabolite:5hbzid,MNXM1105098
bigg.metabolite:paf_hs,MNXM1105110
bigg.metabolite:prostgf2,MNXM1105114
bigg.metabolite:HC00955,MNXM1105116
bigg.metabolite:gullac,MNXM1105120
bigg.metabolite:tmndnccoa,MNXM1105681
bigg.metabolite:5eipencoa,MNXM1105682
bigg.metabolite:galam,MNXM1105683
bigg.metabolite:gam,MNXM1105684
bigg.metabolite:ala__D,MNXM1105731
bigg.metabolite:ala__L,MNXM1105732
bigg.metabolite:galgluside_hs,MNXM1105733
bigg.metabolite:crn,MNXM1105737
bigg.metabolite:c3dc,MNXM1105738
bigg.metabolite:uacmamu,MNXM1105744
bigg.metabolite:dopa4glcur,MNXM1105746
bigg.metabolite:CE2249,MNXM1105747
bigg.metabolite:adn,MNXM1105760
bigg.metabolite:fadh2,MNXM1105762
bigg.metabolite:glcur,MNXM1105765
bigg.metabolite:HC01444,MNXM1105770
bigg.metabolite:CE1273,MNXM1105771
bigg.metabolite:CE1279,MNXM1105771
bigg.metabolite:dttOX,MNXM1105777
bigg.metabolite:CE2202,MNXM1105787
bigg.metabolite:prostgd2,MNXM1105793
bigg.metabolite:acgam1p,MNXM1105798
bigg.metabolite:acgal1p,MNXM1105799
bigg.metabolite:ppmi1346p,MNXM1105800
bigg.metabolite:fru,MNXM1105810
bigg.metabolite:gluala,MNXM1105815
bigg.metabolite:glc1man,MNXM1105839
bigg.metabolite:man,MNXM1105842
bigg.metabolite:g6p_A,MNXM1105855
bigg.metabolite:M01389,MNXM1105856
bigg.metabolite:g6p_B,MNXM1105856
bigg.metabolite:man6p,MNXM1105857
bigg.metabolite:g6p,MNXM1105858
bigg.metabolite:methsuccoa,MNXM1105876
bigg.metabolite:acmana,MNXM1105881
bigg.metabolite:pcrn,MNXM1105887
bigg.metabolite:pailar_hs,MNXM1105893
bigg.metabolite:glac,MNXM1105901
bigg.metabolite:3hibutcoa,MNXM1105906
bigg.metabolite:HC01223,MNXM1105906
bigg.metabolite:3hbcoa,MNXM1105912
bigg.metabolite:3hmp,MNXM1105921
bigg.metabolite:M00783,MNXM1105926
bigg.metabolite:fmn,MNXM1105927
bigg.metabolite:acgal,MNXM1105933
bigg.metabolite:acgam,MNXM1105935
bigg.metabolite:fad,MNXM1105936
bigg.metabolite:oxadpcoa,MNXM1105939
bigg.metabolite:inost,MNXM1105941
bigg.metabolite:3oacoa,MNXM1105943
bigg.metabolite:cmusa,MNXM1105947
bigg.metabolite:dtdpglu,MNXM1105949
bigg.metabolite:M00127,MNXM1105956
bigg.metabolite:ocde9ecoa,MNXM1105956
bigg.metabolite:octdececoa,MNXM1105956
bigg.metabolite:odecoa,MNXM1105956
bigg.metabolite:hexe3coa,MNXM1105962
bigg.metabolite:urate,MNXM1105965
bigg.metabolite:adpglc,MNXM1105977
bigg.metabolite:air,MNXM1105983
bigg.metabolite:2mbcoa,MNXM1105985
bigg.metabolite:retinal,MNXM1105990
bigg.metabolite:retinal_cis_9,MNXM1105991
bigg.metabolite:M03167,MNXM1105994
bigg.metabolite:dece3coa,MNXM1105996
bigg.metabolite:acmanap,MNXM1105998
bigg.metabolite:acgam6p,MNXM1105999
bigg.metabolite:aact,MNXM1106
bigg.metabolite:malt,MNXM1106000
bigg.metabolite:gdpfuc,MNXM1106003
bigg.metabolite:HC00822,MNXM1106005
bigg.metabolite:HC01415,MNXM1106007
bigg.metabolite:c81coa,MNXM1106007
bigg.metabolite:oc2coa,MNXM1106007
bigg.metabolite:HC01459,MNXM1106013
bigg.metabolite:tre,MNXM1106022
bigg.metabolite:3ddecdicoa,MNXM1106027
bigg.metabolite:C05280,MNXM1106027
bigg.metabolite:tddedicoa,MNXM1106028
bigg.metabolite:pail45p_hs,MNXM1106035
bigg.metabolite:metox,MNXM1106044
bigg.metabolite:metsox_S__L,MNXM1106045
bigg.metabolite:acnam,MNXM1106047
bigg.metabolite:f420_0,MNXM1106054
bigg.metabolite:man1p,MNXM1106057
bigg.metabolite:adprbp,MNXM1106059
bigg.metabolite:dcsptn1coa,MNXM1106061
bigg.metabolite:g1p,MNXM1106065
bigg.metabolite:g1p_B,MNXM1106066
bigg.metabolite:gal1p,MNXM1106067
bigg.metabolite:3ohxccoa,MNXM1106079
bigg.metabolite:M00879,MNXM1106080
bigg.metabolite:g3pe,MNXM1106082
bigg.metabolite:pailste_hs,MNXM1106088
bigg.metabolite:ha_pre1,MNXM1106092
bigg.metabolite:malcoa,MNXM1106093
bigg.metabolite:fdp,MNXM1106095
bigg.metabolite:inoshp,MNXM1106105
bigg.metabolite:minohp,MNXM1106105
bigg.metabolite:dtdprmn,MNXM1106112
bigg.metabolite:pecgon,MNXM1106115
bigg.metabolite:ecgon,MNXM1106116
bigg.metabolite:HC01115,MNXM1106131
bigg.metabolite:hdcoa,MNXM1106135
bigg.metabolite:M03168,MNXM1106138
bigg.metabolite:thbpt,MNXM1106143
bigg.metabolite:thptn,MNXM1106144
bigg.metabolite:C04849,MNXM1106147
bigg.metabolite:ppcoa,MNXM1106156
bigg.metabolite:M03050,MNXM1106158
bigg.metabolite:tridcoa,MNXM1106158
bigg.metabolite:pmtcoa,MNXM1106160
bigg.metabolite:lys__L,MNXM1106164
bigg.metabolite:3hhdcoa,MNXM1106166
bigg.metabolite:HC01397,MNXM1106166
bigg.metabolite:3hexdcoa,MNXM1106167
bigg.metabolite:M00008,MNXM1106188
bigg.metabolite:eidi1114ac,MNXM1106188
bigg.metabolite:fusa,MNXM1106690
bigg.metabolite:rb15bp,MNXM1106710
bigg.metabolite:leu__L,MNXM1106762
bigg.metabolite:CE5456,MNXM1106763
bigg.metabolite:dpgps,MNXM1106785
bigg.metabolite:xyl3,MNXM1106798
bigg.metabolite:HC01441,MNXM1106813
bigg.metabolite:lac6p,MNXM1106813
bigg.metabolite:2hiv,MNXM1106847
bigg.metabolite:M02613,MNXM1106852
bigg.metabolite:M02053,MNXM1106854
bigg.metabolite:g3pg,MNXM1106891
bigg.metabolite:fuc__L,MNXM1106903
bigg.metabolite:ergst3glc,MNXM1106969
bigg.metabolite:C01041,MNXM1106978
bigg.metabolite:mocdca,MNXM1106999
bigg.metabolite:2dglc,MNXM1107111
bigg.metabolite:udcpdp,MNXM1107136
bigg.metabolite:dtpcudcpp,MNXM1107137
bigg.metabolite:mal__L,MNXM1107192
bigg.metabolite:dhcholestanate,MNXM1107208
bigg.metabolite:pser__L,MNXM1107215
